Energy,KacRice_p8,KacRice_p12,KacRice_p13,KacRice_p14,KacRice_p15,KacRice_p16,ProbPD_p8,ProbPD_p12,ProbPD_p13,ProbPD_p14,ProbPD_p15,ProbPD_p16,Prefactor_p8,Prefactor_p12,Prefactor_p13,Prefactor_p14,Prefactor_p15,Prefactor_p16,RawDet_p8,RawDet_p12,RawDet_p13,RawDet_p14,RawDet_p15,RawDet_p16
1e-09,4.079450275223888e-17,10583.885319085786,846819579.583798,48926512461528.28,1.9276244448768097e+18,3.6760331892512063e+22,1.0,1.0,1.0,1.0,0.99946,0.97724,1.3281551015148462e-18,838.9353878553733,132999020.9445955,21084746010583.56,3.34262997707341e+18,5.2991746535724816e+23,30.715164746730355,12.615852748972815,6.367111378485746,2.3204696151886037,0.5766789797548912,0.06936991946043859
0.002512563809045226,609.0356670767065,22291220178.349586,998052959978.2285,35382157021898.28,808209147079292.5,9922401368577778.0,0.999,0.88556,0.74928,0.54564,0.31524,0.13532,20.647646545357855,2065932257.276315,206622426111.35995,20665163062234.086,2066808392611577.5,2.0671005202839392e+17,29.49661433514001,10.789908575094277,4.830322529657667,1.7121644245120784,0.3910421256118743,0.04800154260139621
0.0050251266180904525,4521.072956514731,35084298812.16579,1128738408374.322,25094383626274.18,346944322112663.44,2805842051546744.5,0.99542,0.77018,0.58576,0.36236,0.16928,0.05714,161.89399778021178,4049640290.174277,286393313346.4483,20253929744961.895,1432371675583115.2,1.0129829829804421e+17,27.926130792400137,8.663559303598278,3.9412177441758,1.2389883811321274,0.24221668720964007,0.027698807370793884
0.007537689427135679,14274.232349280168,44741967740.84534,1101222491092.6814,18581505460558.664,202850552004432.38,1241967828680705.0,0.99018,0.662,0.45596,0.246,0.10074,0.02966,535.5190209424022,5953579285.230833,343778689538.90906,19850879902493.375,1146253228877398.5,6.618832369978875e+16,26.65494929416416,7.515137633564007,3.2032889896976715,0.9360544999430847,0.17696835820745938,0.018764152939027657
0.010050252236180904,31658.11334317591,48734932198.740585,1006716606090.6062,13972776386314.518,127042944308140.27,831564260716609.4,0.98128,0.57096,0.35986,0.17756,0.06512,0.01646,1244.1178762115128,7780138468.56729,389061964670.61725,19455850685037.38,972930176299644.2,4.865339189113119e+16,25.446232988451737,6.2640186155600786,2.5875482506826386,0.718178640066371,0.13057765850302233,0.01709159892854647
0.01256281504522613,56602.45767589495,51167381521.9787,870647269956.1858,8699099394187.87,73292542177511.86,436205716769868.8,0.97228,0.48962,0.28826,0.12796,0.04092,0.00898,2381.562625072403,9531643564.707989,426328376584.5105,19068682483486.516,852898074880893.1,3.814815872913573e+16,23.766940696835192,5.3681593499186055,2.042198731717776,0.456198240320027,0.0859335298508525,0.011434515617570707
0.015075377854271356,92947.51368417016,51499949970.9594,728288934169.8341,8885495139516.94,39186098061237.63,251247678984824.38,0.96034,0.42446,0.22776,0.09406,0.0277,0.00576,4033.4454678917677,11210358377.781124,457725727129.9397,18689218864928.12,763092133735426.1,3.115751432830818e+16,23.044197429735597,4.593961070239471,1.5911033420306013,0.47543427062065785,0.051351725864892686,0.008063790851138376
0.017587940663316582,135719.69053148353,48316134191.54585,619545752617.5651,6067656593982.707,30195284855268.727,88440036538212.28,0.9475,0.3621,0.18338,0.07164,0.01876,0.00344,6277.50415593234,12818486334.935194,484561805329.3699,18317306509438.59,692427083749733.0,2.6174987357617496e+16,21.62000807330829,3.769254257413079,1.2785691026482018,0.33125266484218896,0.0436078910890527,0.0033787995894666322
0.020100503472361808,192136.8145750871,47751250717.19104,511998508076.90656,3837853928196.1245,20514784815563.184,35593591100617.45,0.93148,0.31068,0.14894,0.05294,0.0126,0.00186,9184.030202443379,14358171992.848574,507709878266.4214,17952795148135.33,634816983926758.5,2.244734592895543e+16,20.920751602490352,3.3257193701938297,1.0084470088018156,0.2137747295910489,0.03231606169177424,0.0015856480856698666
0.022613066281407034,250986.30839619602,43690040820.55598,449624196416.3865,2803560324200.9463,18755505543081.84,48056159433314.85,0.91532,0.2688,0.1163,0.03936,0.00936,0.00122,12816.260497495663,15831502508.190168,527791432388.9468,17595537502461.676,586600920365790.6,1.955613119098248e+16,19.58342750954848,2.7596901050897507,0.8518974898498233,0.15933359943160125,0.03197319487904374,0.002457344909583855
0.02512562909045226,320306.57147958584,42087377156.74092,373751358273.38776,2426763610837.4033,6701397844219.741,31863111750718.277,0.89888,0.22892,0.09736,0.02996,0.00654,0.00114,17230.752911856252,17240509072.86885,545269923426.2283,17245389224679.678,545424269216886.0,1.7250270757881364e+16,18.58923827171749,2.441191091217442,0.6854428278840398,0.14071956157211515,0.012286578031889803,0.0018471079206777406
0.027638191899497486,400913.8546559975,36158125358.515724,331287284823.0889,1956233919694.22,9385878225117.12,15467646471003.426,0.8803,0.1941,0.07912,0.02298,0.00428,0.00042,22477.746456406996,18587168314.89139,560503524158.5156,16902208839547.562,509692894588982.9,1.5369993902018906e+16,17.836034205365017,1.9453272680350722,0.5910529917192774,0.11573835930349233,0.018414771570802266,0.0010063534552848257
0.030150754708542712,476876.2694842737,32825054116.386906,276372400587.77045,1742019025670.0935,4103170323711.506,3878315068497.5127,0.86002,0.16714,0.06416,0.01658,0.00354,0.0004,28601.506545382388,19873403665.62863,573776940007.3816,16565857687157.32,478282799074530.06,1.3808789149982204e+16,16.673117156524878,1.6517077129147415,0.4816721992769785,0.10515718887411388,0.008578962763559714,0.000280858446484608
0.03266331751758794,564652.6486504714,30560585222.246098,226397306767.40277,810799661305.1515,3980419809806.3213,6353009276297.571,0.84156,0.1455,0.05342,0.01302,0.00234,0.00022,35640.65589402387,21101086694.27253,585321673080.0303,16236199866910.088,450374893400209.8,1.249291991155147e+16,15.842936514115914,1.4482943776796653,0.3867912588578413,0.0499377728748947,0.00883801443671786,0.0005085287764010491
0.035175880326633165,659414.1842583959,29325426761.16636,179328709062.2013,884960146437.0934,1359510362656.8792,16381915583384.242,0.81942,0.12552,0.04288,0.01054,0.00162,0.00024,43628.4915641001,22272038410.248497,595329507951.0345,15913102182606.49,425355736095821.4,1.1369719125374396e+16,15.114301700978308,1.3166925371174036,0.3012259709407029,0.0556120444827145,0.003196172632195602,0.0014408373155695522
0.03768844313567839,738910.7631758349,25423971783.39955,211016693951.16287,527829182664.9845,2009005016592.7104,562824288066.6265,0.79882,0.10668,0.03522,0.0079,0.00132,0.00012,52593.288654113094,23388030534.329327,603961817246.3531,15596434088629.322,402755189707197.56,1.040056604697494e+16,14.049525749100459,1.087050564008878,0.3493874743824909,0.033842939973682935,0.004988154263271577,5.411477466943512e-05
0.04020100594472362,844250.4864765146,22643678192.118256,123815179412.58755,450272222522.4502,1478840964079.8528,512154560905.49506,0.7741,0.09576,0.03044,0.00574,0.00118,4e-05,62558.59111488351,24450786739.18148,611356180861.7144,15286067637197.557,382205776474895.9,9556496741863146.0,13.495356455936175,0.9260920081492756,0.2025254398149185,0.029456380359507556,0.0038692271417749917,5.3592291688015035e-05
0.042713568753768846,917789.7435830646,19437401582.959846,105745259473.39171,352983282927.1954,411500355479.4402,1332571574841.941,0.75372,0.07966,0.02492,0.00462,0.00058,6e-05,73543.49015556801,25461983860.05623,617631217824.3634,14981877426669.76,363415327383250.8,8815363816952055.0,12.479551101554273,0.7633891251283247,0.1712110016813668,0.023560684210300477,0.001132314254443869,0.00015116467142052483
0.04522613156281407,1023472.5032743851,19227790574.072243,100904475559.1274,229827336211.2768,295965619194.47235,1159847080954.796,0.73072,0.06988,0.02022,0.004,0.00052,6e-05,85562.89068999774,26423253076.323074,622890193118.237,14683740550876.4,346148067424340.4,8159942908719828.0,11.961640087436042,0.7276844572669809,0.16199400259296376,0.01565182491579501,0.0008550260626810038,0.00014213911713957793
0.04773869437185929,1108798.001691244,17393300591.051605,83909127415.74602,246386991686.79034,1381600741157.5708,64937674751.53947,0.71286,0.0615,0.01624,0.0027,0.00036,4e-05,98627.76625852063,27336181064.52613,627223763032.6128,14391536549460.256,330211220399315.94,7576637122996782.0,11.242249964222962,0.6362739751392232,0.13377861675719566,0.01712027001703518,0.0041839908997848,8.570777997858595e-06
0.05025125718090452,1222619.1078630213,13272725417.677649,57505845051.694695,151939136446.6142,103537689775.79175,1065468296395.1628,0.68944,0.0493,0.01346,0.00226,0.00026,2e-05,112745.40284627455,28202311123.62945,630712100937.4639,14105147359205.346,315445322404911.75,7054570143302967.0,10.844070596208972,0.4706254519175568,0.09117606110017619,0.010771892882597585,0.0003282270568681591,0.00015103234849916852
0.05276381998994975,1294321.668300603,11990079496.200958,71251613037.83034,146609728702.53546,170813663169.0688,1469289413.0886643,0.66658,0.04482,0.0115,0.00182,0.00022,2e-05,127919.63200499125,29023144273.10081,633426568544.5547,13824457266334.033,301717086398552.0,6584938451545556.0,10.11824102378672,0.41312131392026974,0.11248598744689149,0.010605098332472432,0.0005661385147523039,2.2312879974509197e-07
0.05527638279899497,1414300.9021263856,11692849293.603462,40190106310.174065,229284463121.88547,13116244851.846617,75121676902.78896,0.64842,0.03776,0.00932,0.00162,0.00014,2e-05,144151.05367203392,29800140324.47002,635431047814.3304,13549352859753.646,288914058495544.0,6160540216227295.0,9.81124220808084,0.3923756454261399,0.06324857189212668,0.016922170785214484,4.539843066186034e-05,1.219400803600197e-05
0.057788945608040196,1474620.8913181715,9407852110.075726,38400839063.07543,125475869068.06387,320820155613.28156,0.0,0.62436,0.03442,0.00776,0.00106,0.00022,0.0,161437.2490673757,30534718926.98258,636783015463.1133,13279722985233.527,276940556331083.66,5775427079785683.0,9.134328662294907,0.3081034455425198,0.06030443358346743,0.009448681211768315,0.001158444107513598,0.0
0.060301508417085425,1526672.0534417096,10004101384.106915,24765484532.36783,148976263009.9694,64262461099.189644,0.0,0.6029,0.0294,0.0057,0.0009,6e-05,0.0,179772.9840366309,31228260587.95458,637534419440.0621,13015458700493.664,265714540295784.94,5424642999475875.0,8.492221796410922,0.32035410220592675,0.038845721544130934,0.01144610162716116,0.00024184774016376644,0.0
0.06281407122613065,1661601.2469256613,9314486994.098228,19738883047.746304,55068240568.56634,50266503557.85616,0.0,0.5876,0.02578,0.00472,0.00078,8e-05,0.0,199150.40319604706,31882107668.423016,637732401077.3804,12756453231187.445,255165173926497.38,5104025766798419.0,8.343449072959961,0.29215405364569336,0.03095167034699755,0.004316892757771688,0.00019699594103831693,0.0
0.06532663403517588,1711266.0051728277,5676055509.854642,15594338952.646524,18573095694.472084,1666956978.6951814,0.0,0.56762,0.02096,0.0043,0.00052,4e-05,0.0,219559.2152235265,32497565354.6691,637419895556.1334,12502601927759.988,245230900468907.78,4810054330472147.0,7.7940978402142695,0.1746609460711226,0.024464782259488217,0.001485538434462474,6.797499725800382e-06,0.0
0.0678391968442211,1728296.980193282,5299437675.614579,12466203038.03663,48022763628.729485,1423488159.4276175,4291902872428.6143,0.54124,0.01792,0.00354,0.00048,4e-05,2e-05,240986.86962828122,33075902606.18182,636636135393.5438,12253802223165.207,235857910942532.5,4539730047952938.0,7.1717475016757355,0.16022050066818508,0.019581362641833872,0.003919009198462892,6.035363213975276e-06,0.000945409270395698
