Energy,KacRice_p50,KacRice_p54,KacRice_p58,KacRice_p62,KacRice_p63,KacRice_p64,ProbPD_p50,ProbPD_p54,ProbPD_p58,ProbPD_p62,ProbPD_p63,ProbPD_p64,Prefactor_p50,Prefactor_p54,Prefactor_p58,Prefactor_p62,Prefactor_p63,Prefactor_p64,RawDet_p50,RawDet_p54,RawDet_p58,RawDet_p62,RawDet_p63,RawDet_p64
1e-08,1.5620966940806484e+19,4.448230263621793e+37,1.7622805982503857e+55,4.337278699855042e+71,2.6034024007278396e+75,8.968886502081176e+78,1.0,1.0,1.0,1.0,0.98,0.882,2.0289608813413164e+16,2.0505642233983383e+36,2.0723975868383867e+56,2.0944634208119914e+76,2.1000164923150825e+81,2.1055842867313595e+86,769.8998578267162,21.692713707107767,0.08503583527806023,2.0708304841979746e-05,1.2397056929099726e-06,4.259571349672344e-08
2.513557788944724e-05,4.896263378716386e+39,1.4289260026440373e+51,1.1189969125072505e+62,5.653260182263824e+71,2.7198555290449996e+73,3.4587740941668984e+75,1.0,1.0,0.985,0.637,0.396,0.218,5.112787468098007e+36,8.178613651236536e+49,1.3082828432349463e+63,2.0927801102869495e+76,4.185324034452423e+79,8.370175723317293e+82,957.650481125481,17.471494113528593,0.0855317272020739,2.7013158976786542e-05,6.49855424969705e-07,4.1322598336037164e-08
5.0261155778894476e-05,2.138746594272844e+41,1.9766714265176256e+52,4.0361141697262073e+62,2.627395364098272e+71,1.388448253628421e+73,2.0989185024990537e+75,1.0,0.999,0.968,0.465,0.249,0.096,3.265653778293931e+38,1.3064864172843147e+51,5.2268454478972364e+63,2.091098152630757e+76,2.9573866512401045e+79,4.182556325215947e+82,654.9214152732949,15.129674525253535,0.07721893080557679,1.2564667807643623e-05,4.6948485854773527e-07,5.018267153618513e-08
7.538673366834171e-05,3.343696967733868e+42,1.1001307853362072e+53,7.956927254654466e+62,2.9125201109534887e+71,3.734319348898689e+73,4.2704918225670873e+74,1.0,0.999,0.94,0.38,0.198,0.062,3.715315436379156e+39,6.607018768434441e+51,1.1749391876396821e+64,2.0894175467561243e+76,2.4128354204580637e+79,2.7863146718833193e+82,899.976603599651,16.65094082360065,0.06772203479432003,1.393938763209514e-05,1.5476892113054892e-06,1.5326667392095332e-08
0.00010051231155778894,1.5742151537597405e+43,3.2364612284457134e+53,1.0974537810682479e+63,1.4419313534691702e+71,5.055318495915942e+73,1.8424414598601547e+74,1.0,0.997,0.897,0.307,0.13,0.048,2.085415110792969e+40,2.0861892170036992e+52,2.0869636105627002e+64,2.087738291576636e+76,2.0879320067574565e+79,2.0881257399125468e+82,754.8689685868598,15.513747276932525,0.05258614838867964,6.906667178002662e-06,2.421208391630921e-06,8.823422003012704e-09
0.0001256378894472362,5.151991329263309e+43,7.754391732254822e+53,1.7853650152269943e+63,3.898916018361104e+71,2.3984560950759036e+73,2.424214194771269e+74,1.0,0.991,0.857,0.231,0.082,0.035,7.947884790565085e+40,5.088736939322656e+52,3.258130222064505e+64,2.0860603860067246e+76,1.8660208213750868e+79,1.6691912320289507e+82,648.2216923148188,15.238342686440738,0.054797227045630566,1.869033151923597e-05,1.2853319039111582e-06,1.4523286177489478e-08
0.00015076346733668342,1.5371359943242928e+44,2.0256322620238873e+54,2.5533312379714408e+63,1.3693889864564837e+71,7.060288885944548e+72,5.291336708207667e+73,1.0,0.996,0.821,0.189,0.079,0.017,2.371129595353929e+41,1.054296486488516e+53,4.687812440113017e+64,2.084383828961735e+76,1.7020784069516544e+79,1.3898931968082667e+82,648.2716074803371,19.213117827704643,0.05446743594353112,6.569754415810251e-06,4.148039747821728e-07,3.80700957480663e-09
0.00017588904522613066,3.942059154992028e+44,2.64061653734803e+54,4.521513175715914e+63,1.1474805535672804e+71,5.277423991680318e+72,5.479972523735549e+73,1.0,0.992,0.783,0.152,0.061,0.006,5.9739578896215825e+41,1.9515706411219585e+53,6.375384690785673e+64,2.0827086193578523e+76,1.5745593825640098e+79,1.190390833444941e+82,659.8739441803691,13.530724851599217,0.07092141721660884,5.509558768336376e-06,3.351683048680304e-07,4.6035069909575314e-09
0.0002010146231155779,1.0686694858566531e+45,4.1508493463764065e+54,4.879808836784078e+63,1.559675570058219e+71,3.966700450656827e+72,3.0262647886704356e+73,0.999,0.986,0.762,0.119,0.054,0.016,1.3299831519123628e+42,3.3265230528834938e+53,8.32022240691849e+64,2.0810347561121522e+76,1.4716869305268959e+79,1.0407622530677965e+82,803.5210704135833,12.478041728219411,0.058649980711169274,7.494711779691988e-06,2.6953425816159567e-07,2.9077388036990046e-09
0.00022614020100502512,1.6960721221501236e+45,8.06588402616609e+54,6.401169431007377e+63,2.799239954443935e+71,5.662425556284062e+72,2.858399433157114e+73,1.0,0.985,0.725,0.111,0.038,0.012,2.6940006107334496e+42,5.324046551828572e+53,1.0521702026756624e+65,2.079362238142561e+76,1.3864084330048239e+79,9.24383596012534e+81,629.5737704708104,15.14991266069193,0.06083777524519553,1.346201206839469e-05,4.084240561067303e-07,3.0922221526725967e-09
