Energy,KacRice_p16,KacRice_p24,KacRice_p28,KacRice_p30,KacRice_p31,KacRice_p32,ProbPD_p16,ProbPD_p24,ProbPD_p28,ProbPD_p30,ProbPD_p31,ProbPD_p32,Prefactor_p16,Prefactor_p24,Prefactor_p28,Prefactor_p30,Prefactor_p31,Prefactor_p32,RawDet_p16,RawDet_p24,RawDet_p28,RawDet_p30,RawDet_p31,RawDet_p32
1e-09,3.906495480985816e-40,301.63255475339736,1.9503542965798045e+22,4.403973692247755e+31,1.2442830631860956e+36,1.8274407303208404e+40,1.0,1.0,1.0,0.99995,0.99826,0.96394,5.748823130061808e-43,3.6699349687636422,9.272526417771873e+21,4.660880139886303e+32,1.0449676897898513e+38,2.342813889076701e+43,679.5295998163393,82.19016340091002,2.1033688217288056,0.09448802715521419,0.011907383121446824,0.0007800195904767458
0.001005026120603015,383.09790914823554,2.4607095885313848e+20,1.1065424019128218e+28,1.9057535498179127e+31,3.8412163172861925e+32,5.316205207549317e+33,0.99999,0.97776,0.60725,0.22715,0.09658,0.02936,0.5859178943021178,3.6661209299482947e+18,9.170474312614737e+27,4.586530700421349e+32,1.0257240959299703e+35,2.293912304728934e+37,653.8423094323488,67.12025150152616,1.2066359538139508,0.04155109110340933,0.0037448825980865375,0.00023175276563929152
0.00201005124120603,45909.539297047966,1.6603957088430895e+21,1.3977575630544012e+28,8.637644602115399e+30,1.3763028679871574e+32,1.0975017250302806e+33,0.99998,0.92296,0.36356,0.08405,0.02755,0.00622,73.80088830288028,2.88610744683243e+19,1.8048368456048925e+28,4.513367268530703e+32,7.137268554529258e+34,1.128660695854595e+37,622.0729906208489,57.530626957960706,0.774450924169792,0.019137916522639485,0.0019283327472857468,9.723929689952377e-05
0.003015076361809045,751487.5131433551,4.314954456899514e+21,1.246485543242882e+28,3.8976152046462956e+30,2.7467772122372583e+31,4.2511970209550895e+32,0.99996,0.84424,0.2191,0.03528,0.00878,0.00172,1240.8413817307403,9.585227535463601e+19,2.664069225258856e+28,4.4413709252557565e+32,5.734595835081913e+34,7.404378050195189e+36,605.6273784931088,45.01671390621627,0.46788782041569,0.008775702976039659,0.0004789835746459407,5.741464025925881e-05
0.004020101482412061,5248618.319446826,8.437392637558209e+21,1.0278804879422843e+28,2.6640799905031456e+30,1.8245737623942408e+31,7.238826436748998e+31,0.9999,0.75905,0.13548,0.01648,0.00339,0.00053,9147.523692750727,2.2358100225459582e+20,3.4954297356810043e+28,4.370523053429398e+32,4.887084348970375e+34,5.464699108545046e+36,573.7747718113347,37.73752041754601,0.294064125349104,0.006095563295136344,0.0003733460755140531,1.3246523354652377e-05
0.005025126603015076,23621874.60437612,1.3320182368328852e+22,8.11094050614982e+27,8.378865843761305e+29,4.3492276619667816e+30,5.530454507057093e+31,0.99961,0.6748,0.08464,0.00777,0.00145,0.00032,42922.978718937695,4.297157215368282e+20,4.299588949704014e+28,4.3008053328619265e+32,4.301413653480971e+34,4.302022060142965e+36,550.3316710392726,30.997661246115854,0.18864455651529624,0.0019482085784584154,0.0001011115882437188,1.2855476865856203e-05
0.006030151723618091,79604884.45551376,1.8034978735703137e+22,5.498515219283124e+27,1.1053646076546511e+30,2.2181014449985864e+30,1.8849497788311572e+30,0.99911,0.58626,0.05158,0.00396,0.00071,5e-05,151347.3582089249,7.307037028361979e+20,5.077203138745691e+28,4.2321997356036535e+32,3.863998629056187e+34,3.527830995249213e+36,525.9747206530327,24.681657785092742,0.10829811352873144,0.002611796882731455,5.740430206985803e-05,5.343084125542133e-07
0.007035176844221106,217234545.25037956,2.314870279868212e+22,3.4034493801151645e+27,3.2830177325456394e+29,1.7720977975834593e+30,1.513264208837616e+30,0.99833,0.51002,0.03252,0.00179,0.00036,5e-05,438145.8174376551,1.1418209742068241e+21,5.828914558441737e+28,4.164688521283204e+32,3.5203021766090256e+34,2.975619269318109e+36,495.80421997589974,20.273495864588202,0.05838907649085561,0.0007882985043822896,5.0339366016881375e-05,5.085543787274891e-07
0.00804020196482412,524148643.2011369,2.739813411381625e+22,3.063234316717255e+27,1.6882573533318105e+29,5.795824794575895e+29,1.1662699331584275e+28,0.9977,0.43995,0.02096,0.00081,0.00011,1e-05,1097940.0195386512,1.6772206634457618e+21,6.555351728804847e+28,4.098254232520083e+32,3.24041284244633e+34,2.5621337266415314e+36,477.3927845542796,16.335437972441994,0.04672875603695082,0.00041194549131074126,1.78860690793966e-05,4.551947937109375e-09
0.009045227085427135,1120437252.5648286,3.149474661827492e+22,2.5916362955059995e+27,5.102008743265212e+28,2.7137343350825285e+28,1.9368567246263373e+29,0.99623,0.37764,0.01316,0.0005,7e-05,1e-05,2464124.237615079,2.3499797709755853e+21,7.257129709012328e+28,4.032879690410515e+32,3.006356346396465e+34,2.2411227647106648e+36,454.69998446557713,13.40213520442348,0.03571158845745245,0.00012651031359544148,9.026655600342639e-07,8.64234996460085e-08
0.01005025220603015,2209358857.343794,3.441423046800409e+22,1.4964829738995e+27,2.862708364181592e+28,8.489880540986998e+28,2.0888440939640903e+28,0.9948,0.32089,0.00908,0.00031,4e-05,1e-05,5069689.61494155,3.172144418509821e+21,7.934850366921919e+28,3.968547990085158e+32,2.806584251597675e+34,1.9848355572353957e+36,435.79765728306154,10.848885147597054,0.01885962437474438,7.213490604960944e-05,3.024986880815729e-06,1.0524015888115005e-08
0.011055277326633165,4046118711.640557,3.59555329734326e+22,1.1820502011098712e+27,1.9082915530788342e+28,7.215112224978344e+27,0.0,0.99327,0.26931,0.00579,0.00015,2e-05,0.0,9721796.137199258,4.154773616589128e+21,8.589102643414604e+28,3.905242496337837e+32,2.6332865051888567e+34,1.7756126091817156e+36,416.1904502562629,8.654029386792532,0.01376220834915935,4.8864867031134305e-05,2.739964759155929e-07,0.0
0.01206030244723618,7010641008.333056,3.6603253968035927e+22,1.0136427431171132e+27,1.3405702500529823e+28,0.0,0.0,0.99036,0.22724,0.00373,6e-05,0.0,0.0,17590686.28129267,5.307981592967027e+21,9.220462811660481e+28,3.8429468393239136e+32,2.4809625283553026e+34,1.6016810339707984e+36,398.5427797543481,6.895889393537938,0.010993404168771544,3.488391346805171e-05,0.0,0.0
