Energy,KacRice_p16,KacRice_p24,KacRice_p28,KacRice_p30,KacRice_p31,KacRice_p32,ProbPD_p16,ProbPD_p24,ProbPD_p28,ProbPD_p30,ProbPD_p31,ProbPD_p32,Prefactor_p16,Prefactor_p24,Prefactor_p28,Prefactor_p30,Prefactor_p31,Prefactor_p32,RawDet_p16,RawDet_p24,RawDet_p28,RawDet_p30,RawDet_p31,RawDet_p32
1e-09,3.9420737862579805e-40,298.7356664714013,1.92244185413509e+22,4.955150347388468e+31,1.2439919373285852e+36,2.041635106293938e+40,1.0,1.0,1.0,0.99992,0.9986,0.9624,5.748823130061808e-43,3.6699349687636422,9.272526417771873e+21,4.660880139886303e+32,1.0449676897898513e+38,2.342813889076701e+43,685.7183978480823,81.40080655762732,2.0732665160710755,0.10631361885889094,0.011904597141934203,0.0008714457071528388
0.001005026120603015,384.2341789934283,2.4191339380741793e+20,1.2094516416052241e+28,1.8929904991900421e+31,5.794764732176942e+32,9.457018334186781e+33,1.0,0.97856,0.61092,0.23238,0.099,0.0294,0.5859178943021178,3.6661209299482947e+18,9.170474312614737e+27,4.586530700421349e+32,1.0257240959299703e+35,2.293912304728934e+37,655.7816081911726,65.98620133647086,1.3188539658646932,0.0412728186691553,0.0056494380459329386,0.0004122659054877991
0.00201005124120603,46163.13945617479,1.630441478920647e+21,1.373226129936525e+28,9.179139935875341e+30,1.1260118701905882e+32,1.7729097399832897e+33,1.0,0.92152,0.36186,0.08496,0.02726,0.0062,73.80088830288028,2.88610744683243e+19,1.8048368456048925e+28,4.513367268530703e+32,7.137268554529258e+34,1.128660695854595e+37,625.5092657790292,56.49275049375221,0.7608588739090636,0.020337675597278723,0.001577650976123113,0.00015708084338321755
0.003015076361809045,748869.2315551648,4.388436240223197e+21,1.28446180631686e+28,4.362159385432237e+30,4.34259650533053e+31,3.4608046349761215e+32,0.99998,0.84868,0.22042,0.03542,0.00952,0.00168,1240.8413817307403,9.585227535463601e+19,2.664069225258856e+28,4.4413709252557565e+32,5.734595835081913e+34,7.404378050195189e+36,603.5172928474009,45.78332881495802,0.48214280400016796,0.0098216506993976,0.0007572628708660338,4.6739977504051e-05
0.004020101482412061,5276268.8725954825,8.515184388310652e+21,9.32003083634139e+27,1.5499075945380067e+30,2.2782346059709515e+31,5.863852810321204e+31,0.99986,0.76086,0.134,0.01488,0.00342,0.00068,9147.523692750727,2.2358100225459582e+20,3.4954297356810043e+28,4.370523053429398e+32,4.887084348970375e+34,5.464699108545046e+36,576.7975082455206,38.0854558412537,0.26663476428101035,0.003546274840769569,0.0004661746029513357,1.0730422103482347e-05
0.005025126603015076,23887760.86644034,1.3365305312016356e+22,7.802382134626871e+27,1.2854484058795515e+30,5.592519029947462e+30,1.3937490249038915e+31,0.99964,0.67152,0.08386,0.00754,0.0014,0.00028,42922.978718937695,4.297157215368282e+20,4.299588949704014e+28,4.3008053328619265e+32,4.301413653480971e+34,4.302022060142965e+36,556.5261680196724,31.1026677455898,0.18146809441316458,0.002988855124545159,0.00013001583852372922,3.2397533192974242e-06
0.006030151723618091,77896293.62019686,1.8016619380094458e+22,5.53218251433782e+27,6.495013087230082e+29,2.803218924346112e+30,2.505467192833152e+31,0.99916,0.58852,0.05304,0.0039,0.00064,8e-05,151347.3582089249,7.307037028361979e+20,5.077203138745691e+28,4.2321997356036535e+32,3.863998629056187e+34,3.527830995249213e+36,514.6855190737207,24.65653220335911,0.10896122063976607,0.0015346660112920394,7.254709935108908e-05,7.10200459207701e-06
0.007035176844221106,220543907.50288224,2.384149785739295e+22,3.984121085793312e+27,3.2559689891432784e+29,6.375713612145129e+29,1.2550423278223052e+29,0.99836,0.51016,0.0338,0.00202,0.00022,2e-05,438145.8174376551,1.1418209742068241e+21,5.828914558441737e+28,4.164688521283204e+32,3.5203021766090256e+34,2.975619269318109e+36,503.3573270028168,20.880241645547503,0.06835099478381101,0.000781803722536269,1.811126798860947e-05,4.2177517156282896e-08
0.00804020196482412,523544991.28375345,2.747289120137076e+22,2.3398341270823709e+27,4.693184172422667e+28,2.222969652359103e+29,0.0,0.99748,0.4406,0.01974,0.001,6e-05,0.0,1097940.0195386512,1.6772206634457618e+21,6.555351728804847e+28,4.098254232520083e+32,3.24041284244633e+34,2.5621337266415314e+36,476.842980460576,16.38000997729729,0.03569349477924906,0.00011451666749177619,6.8601433226048e-06,0.0
0.009045227085427135,1118059963.238816,3.0935183575302692e+22,2.6391637866491333e+27,6.755957745388933e+28,1.0166482978433773e+29,1.0423335030694347e+27,0.99638,0.3754,0.01382,0.00064,0.0001,2e-05,2464124.237615079,2.3499797709755853e+21,7.257129709012328e+28,4.032879690410515e+32,3.006356346396465e+34,2.2411227647106648e+36,453.7352241301512,13.164021221535906,0.03636649601800097,0.00016752192636575354,3.3816626530716206e-06,4.6509433551892144e-10
