Energy,KacRice_p24,KacRice_p36,KacRice_p44,KacRice_p46,KacRice_p47,KacRice_p48,ProbPD_p24,ProbPD_p36,ProbPD_p44,ProbPD_p46,ProbPD_p47,ProbPD_p48,Prefactor_p24,Prefactor_p36,Prefactor_p44,Prefactor_p46,Prefactor_p47,Prefactor_p48,RawDet_p24,RawDet_p36,RawDet_p44,RawDet_p46,RawDet_p47,RawDet_p48
1e-09,2.6167584959271685e-62,169.72161328617418,9.963738234636017e+41,1.4110628718509273e+51,4.110838879240589e+55,4.193131054123681e+59,1.0,1.0,1.0,0.99978,0.9971,0.94972,1.741440879389589e-66,0.31994506922556526,1.033998429511654e+43,7.796164487945271e+53,2.1407283017340484e+59,5.878169539561558e+64,15026.398696029213,530.4711014831059,0.09636125114176218,0.0018099449723421907,0.0001920299215884004,7.13339590820383e-06
0.0005025135577889448,13.001436216318957,4.578733153887904e+30,2.2217564744263303e+47,3.708691466607101e+50,1.1341991173218371e+52,1.748347869207488e+53,1.0,0.99832,0.41472,0.11342,0.03936,0.01018,0.0008877621629535474,1.0129234292609987e+28,5.133693548659342e+48,7.702705101551862e+53,2.9836641538535257e+56,1.155730573301701e+59,14645.17948485631,452.03151804163747,0.04327793338982105,0.00048147909308639015,3.801363219305269e-05,1.5127642286149728e-06
0.0010050261155778895,25124.48755164719,1.246773018164217e+32,1.904424477035398e+47,1.0270001635171313e+50,1.062517185531153e+51,1.1031155327279438e+52,1.0,0.98862,0.17644,0.02632,0.00642,0.00114,1.7963216646548492,3.202482107532635e+29,1.0144292928316912e+49,7.610366093893233e+53,2.084478560036253e+56,5.709384822810823e+58,13986.630594067175,389.3145929626436,0.018773358483363218,0.00013494753745699886,5.097280470530116e-06,1.9321092673954006e-07
0.0015075386733668342,2100385.3830713555,7.940466291943094e+32,1.3341473476223e+47,1.2961883347008083e+50,1.675920775352246e+50,1.6174018325302738e+51,1.0,0.96674,0.08092,0.008,0.00152,0.00016,153.51423423540714,2.4027277526768996e+30,1.5034021747904633e+49,7.519134034017618e+53,1.681566909993631e+56,3.7606288968819626e+58,13682.023647725784,330.4771538555108,0.0088741879584433,0.00017238532108041567,9.966423372107112e-07,4.3008812538543877e-08
0.002010051231155779,47252513.95973411,2.9007045247121535e+33,1.287340124311526e+47,4.1505906912214064e+49,4.711626805992637e+49,0.0,1.0,0.9316,0.03814,0.00216,0.0004,0.0,3591.172268331262,1.0003688622945301e+31,1.9805057899870418e+49,7.428995651981735e+53,1.438822093979138e+56,2.7866606942625806e+58,13157.963592120104,289.9634958707985,0.006500057363225124,5.587014565171011e-05,3.274641684825944e-07,0.0
0.002512563788944724,519474822.1103304,7.368518287792179e+33,7.100059060669782e+46,7.40422810351001e+48,2.8336374130125925e+48,0.0,1.0,0.88584,0.01796,0.00088,0.0001,0.0,41305.52857907025,3.0162844277004897e+31,2.445954443027353e+49,7.33993783692066e+53,1.2714942215350782e+56,2.2026038793747492e+58,12576.39933395142,244.29122864283994,0.0029027764932048586,1.008758966086329e-05,2.2285885102895198e-08,0.0
0.0030150763467336685,3728736604.649761,1.4427540173837793e+34,2.892251257470632e+46,1.4713421362665028e+48,1.0481280273327778e+47,0.0,1.0,0.83224,0.00794,0.00038,2e-05,0.0,303224.1947547068,7.415503697979511e+31,2.8999590061269165e+49,7.251947635140642e+53,1.1467957105409666e+56,1.8134995836737802e+58,12296.96267366172,194.55913935784076,0.0009973421180644278,2.028892389041593e-06,9.139622843883456e-10,0.0
0.0035175889045226134,19400897182.975357,2.616956641261335e+34,1.6133396859789865e+46,6.103498994369098e+47,1.646716530865118e+47,0.0,1.0,0.77526,0.00396,0.00016,2e-05,0.0,1632828.5621917937,1.5835682245660153e+32,3.3427269706075484e+49,7.165012248235305e+53,1.0489987072378064e+56,1.535794007969225e+58,11881.77230127146,165.25695582067675,0.00048264177725701544,8.518476707241287e-07,1.5697984368362143e-09,0.0
0.004020101462311559,80227610829.11394,4.201122003189115e+34,7.165678296707253e+45,4.4707804413301844e+48,0.0,0.0,0.99998,0.71196,0.00216,0.0001,0.0,0.0,7008323.062823072,3.050413498747608e+32,3.774462497652413e+49,7.079119031223708e+53,9.694853814130478e+55,1.3277102710492637e+58,11447.476109469886,137.72303344821768,0.0001898463238451584,6.315447475329933e-06,0.0,0.0
0.004522614020100503,281382592318.1344,6.492576209952465e+34,2.789657927879628e+45,2.2616512340469713e+46,0.0,0.0,0.99994,0.64634,0.001,2e-05,0.0,0.0,25296125.419324357,5.4310467852132816e+32,4.1953664683302565e+49,6.994255490711311e+53,9.030822104020442e+55,1.1660390156289534e+58,11123.545114271888,119.5455768790159,6.649378424836159e-05,3.2335839562202823e-08,0.0,0.0
0.0050251265778894485,842911115654.344,9.099179305940584e+34,3.013426305168836e+45,0.0,0.0,0.0,0.99996,0.59032,0.00064,0.0,0.0,0.0,79643176.66046871,9.087265699803942e+32,4.605636532898759e+49,6.910409283072743e+53,8.464685454564105e+55,1.0368546479615926e+58,10583.59486648562,100.1311022097318,6.542909505870634e-05,0.0,0.0,0.0
0.005527639135678393,2281077601629.263,1.0925150362307668e+35,2.011304122328419e+45,0.0,0.0,0.0,0.99992,0.53252,0.0002,0.0,0.0,0.0,224507214.74437353,1.4459686948534818e+33,5.005467159397217e+49,6.827568212656426e+53,7.974009770879376e+55,9.312954458398675e+57,10160.37548827339,75.55592594219131,4.0182146007139724e-05,0.0,0.0,0.0
0.0060301516934673375,5829935179384.892,1.396835732640946e+35,2.447797573504208e+45,0.0,0.0,0.0,0.99984,0.46716,0.0002,0.0,0.0,0.0,577652526.8479795,2.2073130960396114e+33,5.395049681538372e+49,6.745720230010546e+53,7.543011398125285e+55,8.434536122491846e+57,10092.46027399297,63.28217483723383,4.537117761640761e-05,0.0,0.0,0.0
0.006532664251256283,13150621747401.488,1.7400703202001176e+35,5.942400776929954e+44,0.0,0.0,0.0,0.99984,0.41278,2e-05,0.0,0.0,0.0,1376613622.9213948,3.254143656232073e+33,5.774572345909445e+49,6.664853430130533e+53,7.160213816106106e+55,7.692391502651944e+57,9552.87782166049,53.4724494067026,1.0290633523951594e-05,0.0,0.0,0.0
0.007035176809045227,28544462959352.28,1.9960576709978408e+35,4.026494024800333e+42,0.0,0.0,0.0,0.99968,0.36594,6e-05,0.0,0.0,0.0,3073306011.9081984,4.657173225531799e+33,6.144220358491923e+49,6.584956050727503e+53,6.817041370684656e+55,7.057306486425514e+57,9287.868779988226,42.8598545584465,6.553303413402675e-08,0.0,0.0,0.0
0.007537689366834173,58558674567067.13,2.3416192549747944e+35,1.0366260727944011e+45,0.0,0.0,0.0,0.99952,0.32068,4e-05,0.0,0.0,0.0,6485799143.835492,6.496818975859121e+33,6.504175930509449e+49,6.506016470517226e+53,6.506936935824169e+55,6.507857531357704e+57,9028.75239710822,36.04255041853225,1.593785413970507e-05,0.0,0.0,0.0
0.008040201924623116,110814975772070.81,2.642111309398198e+35,0.0,0.0,0.0,0.0,0.99946,0.28102,0.0,0.0,0.0,0.0,13032918897.550165,8.863528462105308e+33,6.854618323613785e+49,6.42802320753002e+53,6.224787286430273e+55,6.027977110585597e+57,8502.698178602264,29.808798163103443,0.0,0.0,0.0,0.0
0.008542714482412062,209646554809156.12,2.7101230150868763e+35,0.0,0.0,0.0,0.0,0.99942,0.24108,0.0,0.0,0.0,0.0,25085471097.096478,1.1858058785640592e+34,7.195723894417386e+49,6.350964917440427e+53,5.966536822056458e+55,5.605378412844852e+57,8357.289922827948,22.854693707275892,0.0,0.0,0.0,0.0
0.009045227040201005,373312608126295.94,3.1670544701445566e+35,5.638380297535663e+43,0.0,0.0,0.0,0.99914,0.20422,2e-05,0.0,0.0,0.0,46477625144.83186,1.5591711173829564e+34,7.527666138382443e+49,6.2748303919173e+53,5.728920721463952e+55,5.230505142433116e+57,8032.093011701715,20.312423920861274,7.49021037049771e-07,0.0,0.0,0.0
