Energy,KacRice_p32,KacRice_p34,KacRice_p36,KacRice_p38,KacRice_p39,KacRice_p40,ProbPD_p32,ProbPD_p34,ProbPD_p36,ProbPD_p38,ProbPD_p39,ProbPD_p40,Prefactor_p32,Prefactor_p34,Prefactor_p36,Prefactor_p38,Prefactor_p39,Prefactor_p40,RawDet_p32,RawDet_p34,RawDet_p36,RawDet_p38,RawDet_p39,RawDet_p40
1e-08,2363398981241905.5,2.070462988941885e+24,9.761329314320403e+32,2.0468474148769705e+41,1.574718515124287e+45,5.87697249124127e+48,1.0,1.0,1.0,0.99955,0.99293,0.92212,50860789686716.125,3.195677664711258e+23,2.0079034949395745e+33,1.2616029737638876e+43,1.000029100931867e+48,7.92688526824733e+52,46.46799618723145,6.4789481486361336,0.4861453420904653,0.016224180328066058,0.0015746726906816025,7.413974458268772e-05
5.026120603015076e-05,3.0194983265805956e+26,5.177427357258111e+31,4.836081331953411e+36,1.7686043901045018e+41,1.8378633837306324e+43,1.1445380934486338e+45,0.99976,0.99681,0.96356,0.7663,0.55475,0.3076,6.451271785521567e+24,8.064775857367095e+30,1.0081827551513208e+37,1.2603356692870853e+43,1.4091580601134813e+46,1.5755536296977338e+49,46.80469877826543,6.419803164806597,0.47968300461829966,0.014032804380637113,0.0013042279895717497,7.264355029718732e-05
0.0001005124120603015,2.3939603385366604e+27,1.9891338052658137e+32,8.929915202364013e+36,1.5168399692996763e+41,1.1947467589822474e+43,5.717857803810646e+44,0.99922,0.9896,0.92004,0.64152,0.41616,0.2047,5.154294528600094e+25,3.222028701445044e+31,2.0141396451698774e+37,1.259069637842031e+43,9.954738080016562e+45,7.87063775214036e+48,46.445936010312934,6.173544650219005,0.44336127456598684,0.012047307978130964,0.0012001789995666663,7.264796048141991e-05
0.00015076361809045227,7.7473186984727e+27,4.4217614423570604e+32,1.313749680546028e+37,1.39789989847094e+41,7.992925073435223e+42,3.2665296558616094e+44,0.99792,0.98051,0.87465,0.54992,0.3316,0.14726,1.7376540764031263e+26,7.2418019016142645e+31,3.018074511745185e+37,1.257804878149941e+43,8.11997950840716e+45,5.2419948723630497e+48,44.58493093463883,6.105885665515663,0.4352939847685733,0.011113805668547411,0.0009843528626100116,6.23146289799609e-05
0.00020101482412060302,1.787533182385965e+28,7.48774053973852e+32,1.5610096075396748e+37,1.2346962883744213e+41,6.091382261757808e+42,1.954048974296597e+44,0.99629,0.96884,0.82832,0.47784,0.26678,0.11172,4.1145415467872084e+26,1.286095545721676e+32,4.0199904021303987e+37,1.2565413889333063e+43,7.025102890327046e+45,3.927612019336424e+48,43.44428564056521,5.822071746261178,0.38831177475260037,0.009826148977253908,0.000867087978191054,4.975157843179064e-05
0.0002512660301507538,3.4876835411417485e+28,1.1154108404030383e+33,1.8674350335096878e+37,1.2032036222069511e+41,4.64911377748953e+42,1.2954193269729515e+44,0.99466,0.95657,0.79284,0.41682,0.2205,0.08777,8.027901800970543e+26,2.007465737134278e+32,5.019890359497005e+37,1.2552791689159185e+43,6.277162432605478e+45,3.138964557130542e+48,43.44452171450454,5.556313215065495,0.3720071355695517,0.00958514768667801,0.0007406393935802311,4.126900139825562e-05
0.00030151723618090454,6.051148433595208e+28,1.5741300015548597e+33,2.14109052690301e+37,9.992221038475755e+40,4.038223269155059e+42,1.1667591767429728e+44,0.99134,0.94161,0.75133,0.36757,0.18533,0.07031,1.3858003638487612e+27,2.8878085362902724e+32,6.017777422939892e+37,1.2540182168228423e+43,5.724501952493619e+45,2.6131935058430435e+48,43.66536906361787,5.4509500258525225,0.3557942370452467,0.007968162586817809,0.0007054278787337981,4.4648786021170064e-05
0.0003517684422110553,9.097852704983562e+28,2.0908710019166135e+33,2.359163960356385e+37,9.000398574125887e+40,3.236031215425366e+42,1.071229229828012e+44,0.98854,0.92754,0.7109,0.32672,0.15847,0.05645,2.198357859756268e+27,3.9266426850353895e+32,7.013654627482436e+37,1.252758531380414e+43,5.294547701080411e+45,2.2376407469464335e+48,41.38476665483499,5.324831337175181,0.3363672843416316,0.007184464003776014,0.0006112006913763414,4.7873155299386226e-05
0.00040201964824120604,1.3649173583805944e+29,2.5264688449149443e+33,2.5701713639595827e+37,8.892723707910855e+40,3.4357230427528993e+42,6.500980936831989e+43,0.98574,0.91171,0.67795,0.29046,0.13602,0.04606,3.2781824823430694e+27,5.1234878935452706e+32,8.007525004081766e+37,1.25150011131627e+43,4.947629691575403e+45,1.9559758200271022e+48,41.636405713602144,4.93115021916587,0.32096950838735566,0.007105651551686958,0.0006944179853644041,3.323650972710854e-05
0.0004522708542713568,1.877298393532333e+29,3.3425255536812046e+33,2.739231483181358e+37,8.560479044815641e+40,3.264999199279937e+42,6.877419585939785e+43,0.981,0.89449,0.64212,0.25945,0.11635,0.03809,4.662841092887796e+27,6.477864838702978e+32,8.999391579633684e+37,1.250242955359309e+43,4.6599906964845337e+45,1.7369034713002283e+48,40.260827168135,5.15991864126399,0.30437963043862315,0.006847052413389071,0.000700645003807203,3.959586528312606e-05
0.0005025220603015076,2.5307423155550613e+29,3.8642622483731715e+33,2.97845770027492e+37,7.460444999282367e+40,2.352339631845875e+42,4.4030095476839805e+43,0.97739,0.8821,0.60808,0.23683,0.10261,0.0322,6.389747984701778e+27,7.989295162479085e+32,9.989257376977866e+37,1.24898706223971e+43,4.416419391015633e+45,1.5616462993910074e+48,39.60629310598978,4.8367999551716245,0.29816607860553673,0.005973196380356527,0.0005326350202680622,2.819466577931901e-05
0.0005527732663316583,3.254428665192844e+29,4.477170344449264e+33,2.947785368144184e+37,6.758961901870184e+40,1.999728323678874e+42,4.195528222666375e+43,0.97245,0.86332,0.57888,0.21218,0.08826,0.02596,8.496165267631356e+27,9.65730147031416e+32,1.097712541490297e+38,1.2477324306889306e+43,4.2066645520532374e+45,1.4182549253553084e+48,38.304677024016335,4.636046993263863,0.2685389167679688,0.005416996253065451,0.00047537147279852005,2.958232788520223e-05
0.0006030244723618091,4.121921622147219e+29,5.258656469992418e+33,3.188103842103126e+37,5.7521925868600275e+40,1.6877245024890058e+42,2.5393482285736273e+43,0.9678,0.84737,0.5524,0.18808,0.07577,0.02198,1.1019203251786348e+28,1.1481407329503655e+33,1.1962998708151624e+38,1.246479059439695e+43,4.023531931907994e+45,1.2987630305125458e+48,37.406711973290854,4.5801497317139015,0.26649704809637254,0.0046147526854126986,0.00041946342940757327,1.9552051982658414e-05
0.0006532756783919598,5.0553713148392585e+29,5.943446006096223e+33,3.258949465346822e+37,5.944499353429814e+40,1.4742413606770764e+42,3.9567334511707615e+43,0.96248,0.83166,0.52311,0.17282,0.06951,0.01879,1.399582083049615e+28,1.3461137267585395e+33,1.2946880267425715e+38,1.2452269472260175e+43,3.8618037488472803e+45,1.197655433640723e+48,36.120577535716045,4.415262906803665,0.2517169694962208,0.004773828069391149,0.0003817494250237668,3.303732726484433e-05
0.0007035268844221106,6.346157244536709e+29,6.52528520501745e+33,3.446992606551118e+37,5.563667530628384e+40,1.2072288373270473e+42,2.4628095446696396e+43,0.95538,0.81425,0.4979,0.15514,0.06001,0.01634,1.7462825862494377e+28,1.5596016770729107e+33,1.3928773099391136e+38,1.2439760927831594e+43,3.7175910944507314e+45,1.110992697184291e+48,36.34095245813914,4.183943439496825,0.24747280912356848,0.004472487504306243,0.000324734164316534,2.216764836448884e-05
0.0007537780904522613,7.631722874770605e+29,7.471948855606567e+33,3.435953973619652e+37,5.076127883064182e+40,1.1074651803091319e+42,1.3777200688332714e+43,0.94998,0.79726,0.47178,0.14124,0.05333,0.01455,2.145687555333426e+28,1.7885572282128966e+33,1.4908680206683239e+38,1.2427264948476751e+43,3.587928143909101e+45,1.0358858863335745e+48,35.567726791353294,4.177640356004958,0.2304666761903839,0.004084670202260698,0.00030866425856080053,1.3299921226937345e-05
0.0008040292964824121,9.036453102944236e+29,8.231728636865943e+33,3.5928845457831404e+37,5.079524134278092e+40,9.591749334772615e+41,1.6464970480061969e+43,0.9442,0.78095,0.44924,0.12838,0.04575,0.01226,2.601447683603509e+28,2.032933120039798e+33,1.5886604587911584e+38,1.2414781521573746e+43,3.470508229628458e+45,9.701682909996192e+47,34.73624766663383,4.049188119235715,0.22615811490121898,0.004091513109152316,0.00027637880967651467,1.6971251928979435e-05
0.0008542805025125629,1.0603590616196838e+30,9.169481764180818e+33,3.6638095501806245e+37,4.862639780244475e+40,8.965273990198487e+41,1.4791855348802104e+43,0.93771,0.76559,0.42505,0.11677,0.04122,0.01035,3.117198675096198e+28,2.2926821877965163e+33,1.686254923766515e+38,1.2402310634513387e+43,3.363506657705988e+45,9.121830092652229e+47,34.016409351481606,3.9994561012372825,0.21727495045630058,0.003920753094760123,0.00026654545100003075,1.6215885626632275e-05
0.0009045317085427136,1.2628922743866563e+30,9.833294811652626e+33,3.488429409942269e+37,4.464745369260789e+40,8.029333307691484e+41,9.21036306379529e+42,0.9328,0.74614,0.40786,0.10742,0.03669,0.00878,3.696561282493987e+28,2.567757361947513e+33,1.7836517146517437e+38,1.238985227469922e+43,3.265458468455214e+45,8.606413355694938e+47,34.163975053447814,3.8295264799453532,0.19557794726889163,0.0036035501233360554,0.0002458868604594414,1.0701743784709939e-05
0.0009547829145728644,1.4413840088056758e+30,1.0784049602484018e+34,3.4742526313406626e+37,3.889750311268512e+40,8.247111951139487e+41,7.200370262716351e+42,0.92453,0.73095,0.3885,0.0981,0.03248,0.00758,4.343141344960282e+28,2.8581116680189696e+33,1.8808511301031305e+38,1.237740642954733e+43,3.175172076428485e+45,8.14525867944686e+47,33.18759152239512,3.773137950890043,0.18471704515764428,0.003142621463881888,0.00025973748044597474,8.839952843836906e-06
0.0010050341206030151,1.6789721041139157e+30,1.134765964743475e+34,3.5771639280593887e+37,3.887721860848587e+40,5.39405833725862e+41,3.7872168144411846e+42,0.91645,0.71695,0.36679,0.0898,0.0294,0.00707,5.060529825898084e+28,3.16369822643925e+33,1.977853468376423e+38,1.2364973086486516e+43,3.0916669723591513e+45,7.730226827927858e+47,33.177792876973136,3.586833773398978,0.1808609174164861,0.003144140980862641,0.00017447087236380405,4.89923115937385e-06
0.0010552853266331658,1.8065890318764224e+30,1.2479311063889512e+34,3.7173561023336254e+37,3.138811330297588e+40,6.114809720468288e+41,1.4651183329880733e+43,0.91046,0.69739,0.34772,0.08203,0.0266,0.00635,5.852302850632467e+28,3.4844702523795597e+33,2.074659027327322e+38,1.2352552232958188e+43,3.014127944588485e+45,7.354728881137087e+47,30.86971194050871,3.5814084093176968,0.17917913514311345,0.002541022511868307,0.00020287160442033375,1.9920766035927036e-05
0.0011055365326633165,2.082977709136236e+30,1.2631874840135308e+34,3.56829175644389e+37,3.1971373672001884e+40,5.828251319515131e+41,3.6219459008092797e+42,0.90319,0.6818,0.33356,0.07554,0.02404,0.00498,6.722021744017033e+28,3.82038105559485e+33,2.1712681044119867e+38,1.2340143856416357e+43,2.9418708803597167e+45,7.013373893699319e+47,30.987369402519416,3.3064436914313173,0.16434137033529717,0.0025908428656914004,0.00019811377033659896,5.164341664520648e-06
0.0011557877386934672,2.3391326355910844e+30,1.328518037182761e+34,3.6831182776502007e+37,2.9563507819138878e+40,4.136332018443668e+41,5.017431351105437e+42,0.89527,0.66507,0.3159,0.06877,0.02112,0.00464,7.673233067964477e+28,4.171384040264993e+33,2.2676809966875423e+38,1.2327747944327677e+43,2.874316836885654e+45,6.701708467851807e+47,30.484316257209684,3.1848375128231186,0.16241783050747538,0.0023981272129060547,0.00014390661340332324,7.486794412460835e-06
0.0012060389447236181,2.5958844994234894e+30,1.4665363346383022e+34,3.612520658534847e+37,3.311264165035409e+40,4.589129838302364e+41,7.944523597264041e+42,0.88673,0.64982,0.3025,0.06256,0.0196,0.00405,8.709468658901357e+28,4.53743270483614e+33,2.3638980008125642e+38,1.231536448417132e+43,2.8109721179917757e+45,6.41602143264447e+47,29.805314205596364,3.2320839338845095,0.15282049637053216,0.0026887260781370357,0.0001632577501900284,1.2382320852051102e-05
